symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
__dt__12TLightCommonFv	.text	TLightCommon	~TLightCommon	800C440C	116	8022905C	116	80220FB0	116	80208F6C	116
resetLightDrawBuffer__15TLightWithDBSetFv	.text	TLightWithDBSet	resetLightDrawBuffer	800C4480	60	802290D0	60	80221024	60	80208FE0	60
changeLightDrawBuffer__15TLightWithDBSetFi	.text	TLightWithDBSet	changeLightDrawBuffer	800C44BC	108	8022910C	108	80221060	108	8020901C	108
end__Q27JGadget36TList<Pv,Q27JGadget14TAllocator<Pv>>Fv	.text	JGadget::TList<void*\,JGadget::TAllocator<void*>>	end	800C4528	12						
perform__15TLightWithDBSetFUlPQ26JDrama9TGraphics	.text	TLightWithDBSet	perform	800C4534	328	80229178	328	802210CC	328	80209088	328
perform__16TLightDrawBufferFUlPQ26JDrama9TGraphics	.text	TLightDrawBuffer	perform	800C467C	68	802292C0	68	80221214	68	802091D0	68
__ct__16TLightDrawBufferFiUlPCc	.text	TLightDrawBuffer	TLightDrawBuffer	800C46C0	300	80229304	300	80221258	300	80209214	300
getAmbColor__11TLightMarioCFi	.text	TLightMario	getAmbColor	800C47EC	224	80229430	224	80221384	224	80209340	224
getLightColor__11TLightMarioCFi	.text	TLightMario	getLightColor	800C48CC	256	80229510	256	80221464	256	80209420	256
setLight__11TLightMarioFPCQ26JDrama9TGraphicsi	.text	TLightMario	setLight	800C49CC	624	80229610	624	80221564	624	80209520	624
perform__11TLightMarioFUlPQ26JDrama9TGraphics	.text	TLightMario	perform	800C4C3C	64	80229880	64	802217D4	64	80209790	64
perform__12TLightShadowFUlPQ26JDrama9TGraphics	.text	TLightShadow	perform	800C4C7C	60	802298C0	60	80221814	60	802097D0	60
perform__12TLightCommonFUlPQ26JDrama9TGraphics	.text	TLightCommon	perform	800C4CB8	308	802298FC	308	80221850	308	8020980C	308
setLight__12TLightCommonFPCQ26JDrama9TGraphicsi	.text	TLightCommon	setLight	800C4DEC	624	80229A30	624	80221984	624	80209940	624
getLightPosition__12TLightCommonFi	.text	TLightCommon	getLightPosition	800C505C	76	80229CA0	76	80221BF4	76	80209BB0	76
getAmbColor__12TLightCommonCFi	.text	TLightCommon	getAmbColor	800C50A8	140	80229CEC	140	80221C40	140	80209BFC	140
getLightColor__12TLightCommonCFi	.text	TLightCommon	getLightColor	800C5134	184	80229D78	184	80221CCC	184	80209C88	184
loadAfter__12TLightCommonFv	.text	TLightCommon	loadAfter	800C51EC	396	80229E30	396	80221D84	396	80209D40	396
__ct__12TLightCommonFPCc	.text	TLightCommon	TLightCommon	800C5378	204	80229FBC	204	80221F10	204	80209ECC	204
__dt__23TIndirectLightWithDBSetFv	.text	TIndirectLightWithDBSet	~TIndirectLightWithDBSet	800C5444	132	8022A088	132	80221FDC	132	80209F98	132
__dt__24TMapObjectLightWithDBSetFv	.text	TMapObjectLightWithDBSet	~TMapObjectLightWithDBSet	800C54C8	132	8022A10C	132	80222060	132	8020A01C	132
__dt__21TObjectLightWithDBSetFv	.text	TObjectLightWithDBSet	~TObjectLightWithDBSet	800C554C	132	8022A190	132	802220E4	132	8020A0A0	132
__dt__21TPlayerLightWithDBSetFv	.text	TPlayerLightWithDBSet	~TPlayerLightWithDBSet	800C55D0	132	8022A214	132	80222168	132	8020A124	132
__dt__16TLightDrawBufferFv	.text	TLightDrawBuffer	~TLightDrawBuffer	800C5654	116	8022A298	116	802221EC	116	8020A1A8	116
__dt__11TLightMarioFv	.text	TLightMario	~TLightMario	800C56C8	132	8022A30C	132	80222260	132	8020A21C	132
__dt__12TLightShadowFv	.text	TLightShadow	~TLightShadow	800C574C	132	8022A390	132	802222E4	132	8020A2A0	132
MsVECMag2__FP3Vec	.text	MarioUtil	MsVECMag2	800C57D0	40	8022A414	40	80222368	40	8020A324	40
MsVECNormalize__FP3VecP3Vec	.text	MarioUtil	MsVECNormalize	800C57F8	44	8022A43C	44	80222390	44	8020A34C	44
SMSCalcJumpVelocityXZ__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>ffPQ29JGeometry8TVec3<f>	.text	MarioUtil	SMSCalcJumpVelocityXZ	800C5824	252	8022A468	252	802223BC	252	8020A378	252
SMSCalcJumpVelocityY__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fffPQ29JGeometry8TVec3<f>	.text	MarioUtil	SMSCalcJumpVelocityY	800C5920	168	8022A564	168	802224B8	168	8020A474	168
SMS_GoRotate__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fPf	.text	MarioUtil	SMS_GoRotate	800C59C8	232	8022A60C	232	80222560	232	8020A51C	232
MsIsInSight__FRCQ29JGeometry8TVec3<f>fRCQ29JGeometry8TVec3<f>fff	.text	MarioUtil	MsIsInSight	800C5AB0	416	8022A6F4	416	80222648	416	8020A604	416
MsWrap<f>__Ffff	.text	MarioUtil	MsWrap	800C5C50	84	8022A894	84	802227E8	84	8020A7A4	84
MsMtxSetTRS__FPA4_ffffffffff	.text	MarioUtil	MsMtxSetTRS	800C5CA4	324	8022A8E8	324	8022283C	324	8020A7F8	324
MsMtxSetXYZRPH__FPA4_ffffsss	.text	MarioUtil	MsMtxSetXYZRPH	800C5DE8	176	8022AA2C	176	80222980	176	8020A93C	176
MsMtxSetRotRPH__FPA4_ffff	.text	MarioUtil	MsMtxSetRotRPH	800C5E98	248	8022AADC	248	80222A30	248	8020A9EC	248
MsGetRotFromZaxis__FRCQ29JGeometry8TVec3<f>	.text	MarioUtil	MsGetRotFromZaxis	800C5F90	564	8022ABD4	564	80222B28	564	8020AAE4	564
matan__Fff	.text	MarioUtil	matan	800C61C4	676	8022AE08	676	80222D5C	676	8020AD18	676
FConverge__Fffff	.text	MarioUtil	FConverge	800C6468	48	8022B0AC	48	80223000	48	8020AFBC	48
IConverge__Fiiii	.text	MarioUtil	IConverge	800C6498	48	8022B0DC	48	80223030	48	8020AFEC	48
SMS_GetActorMtx__FRC9THitActorPA4_f	.text	MarioUtil	SMS_GetActorMtx	800C64C8	80	8022B10C	80	80223060	80	8020B01C	80
scale__Q29JGeometry8TVec3<f>Ff	.text	JGeometry::TVec3<float><float>	scale	800C6518	40						
moveHead__5TRopeFRCQ29JGeometry8TVec3<f>	.text	TRope	moveHead	800C6540	396	8022B15C	396	802230B0	396	8020B06C	396
constraintTail__5TRopeFRCQ29JGeometry8TVec3<f>	.text	TRope	constraintTail	800C66CC	556	8022B2E8	556	8022323C	556	8020B1F8	556
constraintHead__5TRopeFRCQ29JGeometry8TVec3<f>	.text	TRope	constraintHead	800C68F8	420	8022B514	420	80223468	420	8020B424	420
collision__5TRopeFv	.text	TRope	collision	800C6A9C	360	8022B6B8	360	8022360C	360	8020B5C8	360
__ct__5TRopeFUsRCQ29JGeometry8TVec3<f>ffff	.text	TRope	TRope	800C6C04	592	8022B820	592	80223774	592	8020B730	592
__ct__10TRopePointFv	.text	TRopePoint	TRopePoint	800C6E54	4	8022BA70	4	802239C4	4	8020B980	4
SMS_GetLightPerspectiveForEffectMtx__FPA4_f	.text	MarioUtil	SMS_GetLightPerspectiveForEffectMtx	800C6E58	108	8022BA74	108	802239C8	108	8020B984	108
SMS_MakeJointsToArc__FP8J3DModelRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	.text	MarioUtil	SMS_MakeJointsToArc	800C6EC4	1192	8022BAE0	1192	80223A34	1192	8020B9F0	1192
setUserArea__15TMultiMtxEffectFv	.text	TMultiMtxEffect	setUserArea	800C736C	80	8022BF88	80	80223EDC	80	8020BE98	80
setup__15TMultiMtxEffectFP8J3DModelPCc	.text	TMultiMtxEffect	setup	800C73BC	1304	8022BFD8	1304	80223F2C	1304	8020BEE8	1304
__ct<f>__Q29JGeometry8TVec3<f>Ffff	.text	JGeometry::TVec3<float><float>	__ct	800C78D4	16	8022C4F0	16	80224444	16	8020C400	16
__ct__30TParamT<Q29JGeometry8TVec3<f>>FP7TParamsQ29JGeometry8TVec3<f>UsPCc	.text	TParamT<JGeometry::TVec3<float><float>>	TParamT	800C78E4	104	8022C500	104	80224454	104	8020C410	104
set<f>__Q29JGeometry8TVec3<f>Ffff	.text	JGeometry::TVec3<float><float>	set	800C794C	16	8022C568	16	802244BC	16	8020C478	16
__ct__10TParamT<f>FP7TParamsfUsPCc	.text	TParamT<float><float>	TParamT	800C795C	76						
TMtxSwingRZReverseXZCallBack__FP7J3DNodei	.text	MarioUtil	TMtxSwingRZReverseXZCallBack	800C79A8	172	8022C578	172	802244CC	172	8020C488	172
TMtxSwingRZCallBack__FP7J3DNodei	.text	MarioUtil	TMtxSwingRZCallBack	800C7A54	148	8022C624	148	80224578	148	8020C534	148
calcLocalXY__11TMtxSwingRZFPA4_fP3VecP3Vec	.text	TMtxSwingRZ	calcLocalXY	800C7AE8	608	8022C6B8	608	8022460C	608	8020C5C8	608
TMtxTimeLagCallBack__FP7J3DNodei	.text	MarioUtil	TMtxTimeLagCallBack	800C7D48	56	8022C918	56	8022486C	56	8020C828	56
calc__11TMtxTimeLagFPA4_f	.text	TMtxTimeLag	calc	800C7D80	1428	8022C950	1428	802248A4	1428	8020C860	1428
MtxToQuat__FPA4_fP10Quaternion	.text	MarioUtil	MtxToQuat	800C8314	560	8022CEE4	560	80224E38	560	8020CDF4	560
getParams__11TMtxSwingRZFv	.text	TMtxSwingRZ	getParams	800C8544	8	8022D114	8	80225068	8	8020D024	8
getParams__11TMtxTimeLagFv	.text	TMtxTimeLag	getParams	800C854C	8	8022D11C	8	80225070	8	8020D02C	8
getParams__14TMtxEffectBaseFv	.text	TMtxEffectBase	getParams	800C8554	8	8022D124	8	80225078	8	8020D034	8
__dt__14TScreenTextureFv	.text	TScreenTexture	~TScreenTexture	800C855C	116	8022D12C	116	80225080	116	8020D03C	116
perform__14TScreenTextureFUlPQ26JDrama9TGraphics	.text	TScreenTexture	perform	800C85D0	4	8022D1A0	4	802250F4	4	8020D0B0	4
SMS_FillScreenAlpha__FUc	.text	MarioUtil	SMS_FillScreenAlpha	800C85D4	444	8022D1A4	444	802250F8	444	8020D0B4	444
replace__14TScreenTextureFP12J3DModelDataPCc	.text	TScreenTexture	replace	800C8790	276	8022D360	276	802252B4	276	8020D270	276
load__14TScreenTextureFR20JSUMemoryInputStream	.text	TScreenTexture	load	800C88A4	132	8022D474	132	802253C8	132	8020D384	132
perform__12TAfterEffectFUlPQ26JDrama9TGraphics	.text	TAfterEffect	perform	800C8928	1952	8022D4F8	1952	8022544C	1952	8020D408	1952
calcDashBlurValue__12TAfterEffectFv	.text	TAfterEffect	calcDashBlurValue	800C90C8	220	8022DC98	220	80225BEC	220	8020DBA8	220
loadAfter__12TAfterEffectFv	.text	TAfterEffect	loadAfter	800C91A4	120	8022DD74	120	80225CC8	120	8020DC84	120
load__12TAfterEffectFR20JSUMemoryInputStream	.text	TAfterEffect	load	800C921C	236	8022DDEC	236	80225D40	236	8020DCFC	236
__dt__12TAfterEffectFv	.text	TAfterEffect	~TAfterEffect	800C9308	116	8022DED8	116	80225E2C	116	8020DDE8	116
__dt__19TMBindShadowManagerFv	.text	TMBindShadowManager	~TMBindShadowManager	800C937C	244	8022DF4C	244	80225EA0	244	8020DE5C	244
__eq__7JGadgetFQ37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>8iteratorQ37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>8iterator	.text	JGadget	operator_==	800C9470	24	8022E040	24	80225F94	24	8020DF50	24
erase__Q27JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>FQ37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>8iterator	.text	JGadget::TList<TMBindShadowBody*\,JGadget::TAllocator<TMBindShadowBody*>>	erase	800C9488	108	8022E058	108	80225FAC	108	8020DF68	108
__ct__Q37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>8iteratorFPQ37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>6TNode_	.text	JGadget::TList<P16TMBindShadowBody\,Q27JGadget31TAllocator<P16TMBindShadowBody>>::iterator	iterator	800C94F4	8	8022E0C4	8	80226018	8	8020DFD4	8
calcVtx__19TMBindShadowManagerFv	.text	TMBindShadowManager	calcVtx	800C94FC	2800	8022E0CC	2800	80226020	2800	8020DFDC	2800
forceRequest__19TMBindShadowManagerFRC20TCircleShadowRequestUl	.text	TMBindShadowManager	forceRequest	800C9FEC	304	8022EBBC	304	80226B10	304	8020EACC	304
request__19TMBindShadowManagerFRC20TCircleShadowRequestUl	.text	TMBindShadowManager	request	800CA11C	808	8022ECEC	808	80226C40	808	8020EBFC	808
drawShadow__19TMBindShadowManagerFUlPQ26JDrama9TGraphics	.text	TMBindShadowManager	drawShadow	800CA444	2604	8022F014	2604	80226F68	2604	8020EF24	2604
drawShadowGD__19TMBindShadowManagerFUlPQ26JDrama9TGraphics	.text	TMBindShadowManager	drawShadowGD	800CAE70	2372	8022FA40	2372	80227994	2372	8020F950	2372
__dt__Q219TMBindShadowManager26TSetup5$2216ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup5$2216ShadowUtil_cpp	~TSetup5$2216ShadowUtil_cpp	800CB7B4	100	80230384	100	802282D8	100	80210294	100
__dt__Q219TMBindShadowManager26TSetup4$2207ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup4$2207ShadowUtil_cpp	~TSetup4$2207ShadowUtil_cpp	800CB818	100	802303E8	100	8022833C	100	802102F8	100
__dt__Q219TMBindShadowManager26TSetup3$2195ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup3$2195ShadowUtil_cpp	~TSetup3$2195ShadowUtil_cpp	800CB87C	100	8023044C	100	802283A0	100	8021035C	100
__dt__Q219TMBindShadowManager26TSetup2$2190ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup2$2190ShadowUtil_cpp	~TSetup2$2190ShadowUtil_cpp	800CB8E0	100	802304B0	100	80228404	100	802103C0	100
__dt__Q219TMBindShadowManager28TCylinder$2171ShadowUtil_cppFv	.text	TMBindShadowManager::TCylinder$2171ShadowUtil_cpp	~TCylinder$2171ShadowUtil_cpp	800CB944	100	80230514	100	80228468	100	80210424	100
__dt__Q219TMBindShadowManager26TSetup1$2172ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup1$2172ShadowUtil_cpp	~TSetup1$2172ShadowUtil_cpp	800CB9A8	100	80230578	100	802284CC	100	80210488	100
drawShadowVolume__19TMBindShadowManagerFbP16TAlphaShadowQuad	.text	TMBindShadowManager	drawShadowVolume	800CBA0C	2188	802305DC	2188	80228530	2188	802104EC	2188
conectCubeSame__FP21TAlphaShadowBlendQuadP21TAlphaShadowBlendQuad	.text	MarioUtil	conectCubeSame	800CC298	324	80230E68	324	80228DBC	324	80210D78	324
conectCubeDiffer__FP21TAlphaShadowBlendQuadP21TAlphaShadowBlendQuad	.text	MarioUtil	conectCubeDiffer	800CC3DC	348	80230FAC	348	80228F00	348	80210EBC	348
perform__19TMBindShadowManagerFUlPQ26JDrama9TGraphics	.text	TMBindShadowManager	perform	800CC538	200	80231108	200	8022905C	200	80211018	200
insert__Q27JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>FQ37JGadget70TList<P16TMBindShadowBody,Q27JGadget31TAllocator<P16TMBindShadowBody>>8iteratorRCP16TMBindShadowBody	.text	JGadget::TList<TMBindShadowBody*\,JGadget::TAllocator<TMBindShadowBody*>>	insert	800CC600	184	802311D0	184	80229124	184	802110E0	184
load__19TMBindShadowManagerFR20JSUMemoryInputStream	.text	TMBindShadowManager	load	800CC6B8	348	80231288	348	802291DC	348	80211198	348
__ct__19TMBindShadowManagerFPCc	.text	TMBindShadowManager	TMBindShadowManager	800CC814	568	802313E4	568	80229338	568	802112F4	568
__ct__21TAlphaShadowBlendQuadFv	.text	TAlphaShadowBlendQuad	TAlphaShadowBlendQuad	800CCA4C	48	8023161C	48	80229570	48	8021152C	48
__ct__19TAlphaShadowQuadAryFv	.text	TAlphaShadowQuadAry	TAlphaShadowQuadAry	800CCA7C	24	8023164C	24	802295A0	24	8021155C	24
__ct__16TAlphaShadowQuadFv	.text	TAlphaShadowQuad	TAlphaShadowQuad	800CCA94	28	80231664	28	802295B8	28	80211574	28
__ct__20TCircleShadowRequestFv	.text	TCircleShadowRequest	TCircleShadowRequest	800CCAB0	56	80231680	56	802295D4	56	80211590	56
__ct__16TModelShadowInfoFv	.text	TModelShadowInfo	TModelShadowInfo	800CCAE8	44	802316C8	44	8022961C	44	802115D8	44
__ct__17TSquareShadowInfoFv	.text	TSquareShadowInfo	TSquareShadowInfo	800CCB14	44	802316F4	44	80229648	44	80211604	44
entryDrawShadow__16TMBindShadowBodyFv	.text	TMBindShadowBody	entryDrawShadow	800CCB40	728	80231720	728	80229674	728	80211630	728
isWaterSurface__12TBGCheckDataCFv	.text	TBGCheckData	isWaterSurface	800CCE18	52						
__ct__16TMBindShadowBodyFP9THitActorP8J3DModelf	.text	TMBindShadowBody	TMBindShadowBody	800CCE4C	984	802319F8	984	8022994C	984	80211908	984
calc__17TMBindShadowPartsFf	.text	TMBindShadowParts	calc	800CD224	632	80231DD0	632	80229D24	632	80211CE0	632
__ct__17TMBindShadowPartsFP8J3DModelUcP16TMBindShadowBodyf	.text	TMBindShadowParts	TMBindShadowParts	800CD49C	204	80232048	204	80229F9C	204	80211F58	204
makeDL__Q219TMBindShadowManager26TSetup5$2216ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup5$2216ShadowUtil_cpp	makeDL	800CD568	96	80232334	96	8022A288	96	80212244	96
makeDL__Q219TMBindShadowManager26TSetup4$2207ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup4$2207ShadowUtil_cpp	makeDL	800CD5C8	96	80232394	96	8022A2E8	96	802122A4	96
makeDL__Q219TMBindShadowManager26TSetup3$2195ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup3$2195ShadowUtil_cpp	makeDL	800CD628	84	802323F4	84	8022A348	84	80212304	84
makeDL__Q219TMBindShadowManager26TSetup2$2190ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup2$2190ShadowUtil_cpp	makeDL	800CD67C	96	80232448	96	8022A39C	96	80212358	96
makeDL__Q219TMBindShadowManager28TCylinder$2171ShadowUtil_cppFv	.text	TMBindShadowManager::TCylinder$2171ShadowUtil_cpp	makeDL	800CD6DC	2884	802324A8	2884	8022A3FC	2884	802123B8	2884
GDOverflowCheck	.text	MarioUtil	GDOverflowCheck	800CE220	56	80232FEC	56	8022AF40	56	80212EFC	56
makeDL__Q219TMBindShadowManager26TSetup1$2172ShadowUtil_cppFv	.text	TMBindShadowManager::TSetup1$2172ShadowUtil_cpp	makeDL	800CE258	260	80233024	260	8022AF78	260	80212F34	260
ReInitTevStages__Fv	.text	MarioUtil	ReInitTevStages	800CE35C	620	80233174	620	8022B0C8	620	80213084	620
ReInitTransform__Fv	.text	MarioUtil	ReInitTransform	800CE5C8	620	802333E0	620	8022B334	620	802132F0	620
ReInitGeometry__Fv	.text	MarioUtil	ReInitGeometry	800CE834	276	8023364C	276	8022B5A0	276	8021355C	276
ReInitializeGX	.text	MarioUtil	ReInitializeGX	800CE948	596	80233760	596	8022B6B4	596	80213670	596
SMS_EmitSinkInPollutionEffect__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>b	.text	MarioUtil	SMS_EmitSinkInPollutionEffect	800CEB9C	488	802339B4	488	8022B908	488	802138C4	488
SMS_EmitRippleSea__FPA4_fPv	.text	MarioUtil	SMS_EmitRippleSea	800CED84	176	80233B9C	176	8022BAF0	176	80213AAC	176
SMS_EmitRipplePool__FPA4_fPv	.text	MarioUtil	SMS_EmitRipplePool	800CEE34	176	80233C4C	176	8022BBA0	176	80213B5C	176
SMS_EmitRippleTiny__FPQ29JGeometry8TVec3<f>	.text	MarioUtil	SMS_EmitRippleTiny	800CEEE4	128	80233CFC	128	8022BC50	128	80213C0C	128
SMS_CreateMinimumSDLModel__FPCc	.text	MarioUtil	SMS_CreateMinimumSDLModel	800CEF64	132	80233D7C	132	8022BCD0	132	80213C8C	132
SMS_CreatePartsModel__FPcUl	.text	MarioUtil	SMS_CreatePartsModel	800CEFE8	112	80233E00	112	8022BD54	112	80213D10	112
SMS_RideMoveCalcLocalPos__FP11TRidingInfoRCQ29JGeometry8TVec3<f>	.text	MarioUtil	SMS_RideMoveCalcLocalPos	800CF058	160	80233E70	160	8022BDC4	160	80213D80	160
SMS_RideMoveByGroundActor__FP11TRidingInfoPQ29JGeometry8TVec3<f>Pf	.text	MarioUtil	SMS_RideMoveByGroundActor	800CF0F8	404	80233F10	404	8022BE64	404	80213E20	404
update__9TMultiBtkFv	.text	TMultiBtk	update	800CF28C	140	802340A4	140	8022BFF8	140	80213FB4	140
setNthData__9TMultiBtkFiP19J3DAnmTextureSRTKey	.text	TMultiBtk	setNthData	800CF318	252	80234130	252	8022C084	252	80214040	252
__ct__9TMultiBtkFiP12J3DModelData	.text	TMultiBtk	TMultiBtk	800CF414	132	8023422C	132	8022C180	132	8021413C	132
__ct__12J3DFrameCtrlFv	.text	J3DFrameCtrl	J3DFrameCtrl	800CF498	64						
finishPause__9RumbleMgrFv	.text	RumbleMgr	finishPause	800CF4D8	20	802342B0	20	8022C204	20	802141C0	20
startPause__9RumbleMgrFv	.text	RumbleMgr	startPause	800CF4EC	116	802342C4	116	8022C218	116	802141D4	116
setActive__9RumbleMgrFb	.text	RumbleMgr	setActive	800CF560	180	80234338	180	8022C28C	180	80214248	180
update__9RumbleMgrFv	.text	RumbleMgr	update	800CF614	724	802343EC	724	8022C340	724	802142FC	724
stop__9RumbleMgrFi	.text	RumbleMgr	stop	800CF8E8	84	802346C0	84	8022C614	84	802145D0	84
stop__9RumbleMgrFv	.text	RumbleMgr	stop	800CF93C	332	80234714	332	8022C668	332	80214624	332
start__9RumbleMgrFiiP3Vec	.text	RumbleMgr	start	800CFA88	84	80234860	84	8022C7B4	84	80214770	84
start__9RumbleMgrFiiPf	.text	RumbleMgr	start	800CFADC	84	802348B4	84	8022C808	84	802147C4	84
start__9RumbleMgrFiP3Vec	.text	RumbleMgr	start	800CFB30	92	80234908	92	8022C85C	92	80214818	92
start__9RumbleMgrFiPf	.text	RumbleMgr	start	800CFB8C	92	80234964	92	8022C8B8	92	80214874	92
reset__9RumbleMgrFv	.text	RumbleMgr	reset	800CFBE8	500	802349C0	500	8022C914	500	802148D0	500
init__9RumbleMgrFv	.text	RumbleMgr	init	800CFDDC	532	80234BB4	532	8022CB08	532	80214AC4	532
__ct__9RumbleMgrFbbbb	.text	RumbleMgr	RumbleMgr	800CFFF0	312	80234DC8	312	8022CD1C	312	80214CD8	312
update__19RumbleControllerMgrFv	.text	RumbleControllerMgr	update	800D0128	228	80234F00	228	8022CE54	228	80214E10	228
updateMotorCount__19RumbleControllerMgrFv	.text	RumbleControllerMgr	updateMotorCount	800D020C	128	80234FE4	128	8022CF38	128	80214EF4	128
stop__19RumbleControllerMgrFi	.text	RumbleControllerMgr	stop	800D028C	316	80235064	316	8022CFB8	316	80214F74	316
start__19RumbleControllerMgrFiiP3Vec	.text	RumbleControllerMgr	start	800D03C8	88	802351A0	88	8022D0F4	88	802150B0	88
start__19RumbleControllerMgrFiiPf	.text	RumbleControllerMgr	start	800D0420	88	802351F8	88	8022D14C	88	80215108	88
reset__19RumbleControllerMgrFv	.text	RumbleControllerMgr	reset	800D0478	392	80235250	392	8022D1A4	392	80215160	392
update__16RumbleChannelMgrFv	.text	RumbleChannelMgr	update	800D0600	688	802353D8	688	8022D32C	688	802152E8	688
sqrt__Q29JGeometry8TUtil<f>Ff	.text	JGeometry::TUtil<float><float>	sqrt	800D08B0	56						
__ct__16RumbleChannelMgrFv	.text	RumbleChannelMgr	RumbleChannelMgr	800D08E8	44	80235688	44	8022D5DC	44	80215598	44
getIndex__10RumbleTypeFPc	.text	RumbleType	getIndex	800D0914	116	802356B4	116	8022D608	116	802155C4	116
SMS_ShowAllShapePacket__FP8J3DModel	.text	MarioUtil	SMS_ShowAllShapePacket	800D0988	256	80235728	256	8022D67C	256	80215638	256
SMS_HideAllShapePacket__FP8J3DModel	.text	MarioUtil	SMS_HideAllShapePacket	800D0A88	256	80235828	256	8022D77C	256	80215738	256
SMS_InitPacket_TwoTevColorAndOneTevKColor__FP8J3DModelUs11_GXTevRegIDPC11_GXColorS1011_GXTevRegIDPC11_GXColorS10PC8_GXColor	.text	MarioUtil	SMS_InitPacket_TwoTevColorAndOneTevKColor	800D0B88	144	80235928	144	8022D87C	144	80215838	144
SMS_InitPacket_OneTevColorAndOneTevKColor__FP8J3DModelUs11_GXTevRegIDPC11_GXColorS10PC8_GXColor	.text	MarioUtil	SMS_InitPacket_OneTevColorAndOneTevKColor	800D0C18	152	802359B8	152	8022D90C	152	802158C8	152
SMS_InitPacket_OneTevKColorAndFog__FP8J3DModelUs14_GXTevKColorIDPC8_GXColor	.text	MarioUtil	SMS_InitPacket_OneTevKColorAndFog	800D0CB0	232	80235A50	232	8022D9A4	232	80215960	232
SMS_InitPacket_TwoTevKColor__FP8J3DModelUs14_GXTevKColorIDPC8_GXColor14_GXTevKColorIDPC8_GXColor	.text	MarioUtil	SMS_InitPacket_TwoTevKColor	800D0D98	136	80235B38	136	8022DA8C	136	80215A48	136
SMS_InitPacket_OneTevKColor__FP8J3DModelUs14_GXTevKColorIDPC8_GXColor	.text	MarioUtil	SMS_InitPacket_OneTevKColor	800D0E20	136	80235BC0	136	8022DB14	136	80215AD0	136
SMS_InitPacket_Fog__FP8J3DModelUs	.text	MarioUtil	SMS_InitPacket_Fog	800D0EA8	140	80235C48	140	8022DB9C	140	80215B58	140
SMS_InitPacket_ThreeTevColor__FP8J3DModelUs11_GXTevRegIDPC11_GXColorS1011_GXTevRegIDPC11_GXColorS1011_GXTevRegIDPC11_GXColorS10	.text	MarioUtil	SMS_InitPacket_ThreeTevColor	800D0F34	152	80235CD4	152	8022DC28	152	80215BE4	152
SMS_InitPacket_TwoTevColor__FP8J3DModelUs11_GXTevRegIDPC11_GXColorS1011_GXTevRegIDPC11_GXColorS10	.text	MarioUtil	SMS_InitPacket_TwoTevColor	800D0FCC	136	80235D6C	136	8022DCC0	136	80215C7C	136
SMS_InitPacket_OneTevColor__FP8J3DModelUs11_GXTevRegIDPC11_GXColorS10	.text	MarioUtil	SMS_InitPacket_OneTevColor	800D1054	136	80235DF4	136	8022DD48	136	80215D04	136
SMS_InitPacket_MatColor__FP8J3DModelUs12_GXChannelIDPC8_GXColor	.text	MarioUtil	SMS_InitPacket_MatColor	800D10DC	136	80235E7C	136	8022DDD0	136	80215D8C	136
ShapePacketCallBackFunc__FP17J3DCallBackPacketi	.text	MarioUtil	ShapePacketCallBackFunc	800D1164	1936	80235F04	1936	8022DE58	1936	80215E14	1936
FifoSetFog__F10_GXFogTypeffff8_GXColor	.text	MarioUtil	FifoSetFog	800D18F4	344	80236694	344	8022E5E8	344	802165A4	344
FifoSetFogRangeAdj__FUcUsP14_GXFogAdjTable	.text	MarioUtil	FifoSetFogRangeAdj	800D1A4C	312	802367EC	312	8022E740	312	802166FC	312
make__10TGDLStaticFv	.text	TGDLStatic	make	800D1B84	400	80236924	400	8022E878	400	80216834	400
alloc__10TGDLStaticFUl	.text	TGDLStatic	alloc	800D1D14	172	80236AB4	172	8022EA08	172	802169C4	172
