symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
@2354	.rodata	Enemy	@2354	8039C390	47	8037E2C8	47	80375D30	47	8036E6A0	47
@2355	.rodata	Enemy	@2355	8039C3C0	53	8037E2F8	53	80375D60	53	8036E6D0	53
@2356	.rodata	Enemy	@2356	8039C3F8	49	8037E330	49	80375D98	49	8036E708	49
@2357	.rodata	Enemy	@2357	8039C42C	36	8037E364	36	80375DCC	36	8036E73C	36
@2893	.rodata	Enemy	@2893	8039C450	36						
@2894	.rodata	Enemy	@2894	8039C474	37						
@2895	.rodata	Enemy	@2895	8039C49C	37	8037E388	36	80375DF0	36	8036E760	36
@2896	.rodata	Enemy	@2896	8039C4C4	36	8037E3AC	37	80375E14	37	8036E784	37
@2897	.rodata	Enemy	@2897	8039C4E8	43	8037E3D4	37	80375E3C	37	8036E7AC	37
@2898	.rodata	Enemy	@2898	8039C514	37	8037E3FC	36	80375E64	36	8036E7D4	36
@2899	.rodata	Enemy	@2899	8039C53C	37	8037E420	43	80375E88	43	8036E7F8	43
@2900	.rodata	Enemy	@2900	8039C564	36	8037E44C	37	80375EB4	37	8036E824	37
@2901	.rodata	Enemy	@2901	8039C588	40	8037E474	37	80375EDC	37	8036E84C	37
@2902	.rodata	Enemy	@2902	8039C5B0	41	8037E49C	36	80375F04	36	8036E874	36
@4252	.rodata	Enemy	@4252	8039C5DC	12						
@4324	.rodata	Enemy	@4324	8039C5E8	19						
@4325	.rodata	Enemy	@4325	8039C5FC	11						
@4422	.rodata	Enemy	@4422	8039C608	9						
@4473	.rodata	Enemy	@4473	8039C614	19						
@4474	.rodata	Enemy	@4474	8039C628	14						
@4476	.rodata	Enemy	@4476	8039C638	16	8037E54C	19	80375FB4	19	8036E924	19
@4478	.rodata	Enemy	@4478	8039C648	14						
@4479	.rodata	Enemy	@4479	8039C658	13	8037E570	16	80375FD8	16	8036E948	16
@4480	.rodata	Enemy	@4480	8039C668	18						
@4481	.rodata	Enemy	@4481	8039C67C	18	8037E580	14	80375FE8	14	8036E958	14
@4482	.rodata	Enemy	@4482	8039C690	19	8037E590	13	80375FF8	13	8036E968	13
@4484	.rodata	Enemy	@4484	8039C6A4	19	8037E5B4	18	8037601C	18	8036E98C	18
@4485	.rodata	Enemy	@4485	8039C6B8	19	8037E5C8	19	80376030	19	8036E9A0	19
@1490	.rodata	Enemy	@1490	8039C6D0	12	8037E608	12	80376070	12	8036E9E0	12
@2429	.rodata	Enemy	@2429	8039C6DC	20						
@2640	.rodata	Enemy	@2640	8039C6F0	47						
@2641	.rodata	Enemy	@2641	8039C720	53						
@2642	.rodata	Enemy	@2642	8039C758	49						
@2643	.rodata	Enemy	@2643	8039C78C	36						
@3067	.rodata	Enemy	@3067	8039C7B0	41	8037E814	41	8037627C	41	8036EBEC	41
@3068	.rodata	Enemy	@3068	8039C7DC	41	8037E840	43	803762A8	43	8036EC18	43
@3069	.rodata	Enemy	@3069	8039C808	41	8037E86C	40	803762D4	40	8036EC44	40
@3070	.rodata	Enemy	@3070	8039C834	39	8037E894	43	803762FC	43	8036EC6C	43
@3071	.rodata	Enemy	@3071	8039C85C	39	8037E8C0	48	80376328	48	8036EC98	48
@3072	.rodata	Enemy	@3072	8039C884	41						
@3073	.rodata	Enemy	@3073	8039C8B0	42						
@3074	.rodata	Enemy	@3074	8039C8DC	41						
@3075	.rodata	Enemy	@3075	8039C908	43						
@3076	.rodata	Enemy	@3076	8039C934	40						
@3077	.rodata	Enemy	@3077	8039C95C	43						
@3078	.rodata	Enemy	@3078	8039C988	48						
@3150	.rodata	Enemy	@3150	8039C9B8	20						
@3885	.rodata	Enemy	@3885	8039C9CC	27						
@4920	.rodata	Enemy	@4920	8039C9E8	9						
@4982	.rodata	Enemy	@4982	8039C9F4	38						
@4983	.rodata	Enemy	@4983	8039CA1C	17						
@4997	.rodata	Enemy	@4997	8039CA30	36						
@5048	.rodata	Enemy	@5048	8039CA54	20						
@5049	.rodata	Enemy	@5049	8039CA68	14	8037E9F4	16	8037645C	16	8036EDCC	16
@5050	.rodata	Enemy	@5050	8039CA78	18	8037EA04	18	8037646C	18	8036EDDC	18
@5051	.rodata	Enemy	@5051	8039CA8C	12						
@5053	.rodata	Enemy	@5053	8039CA98	16	8037EA24	15	8037648C	15	8036EDFC	15
@5054	.rodata	Enemy	@5054	8039CAA8	18						
@5056	.rodata	Enemy	@5056	8039CABC	16						
@5057	.rodata	Enemy	@5057	8039CACC	18						
@5059	.rodata	Enemy	@5059	8039CAE0	12						
@5060	.rodata	Enemy	@5060	8039CAEC	15						
@1490	.rodata	Enemy	@1490	8039CB00	12	8037EA38	12	803764A0	12	8036EE10	12
@2315	.rodata	Enemy	@2315	8039CB0C	20	8037EA44	20	803764AC	20	8036EE1C	20
@2554	.rodata	Enemy	@2554	8039CB20	47	8037EA58	47	803764C0	47	8036EE30	47
@2555	.rodata	Enemy	@2555	8039CB50	53	8037EA88	53	803764F0	53	8036EE60	53
@2556	.rodata	Enemy	@2556	8039CB88	49	8037EAC0	49	80376528	49	8036EE98	49
@2557	.rodata	Enemy	@2557	8039CBBC	36	8037EAF4	36	8037655C	36	8036EECC	36
@2945	.rodata	Enemy	@2945	8039CBE0	12						
@2947	.rodata	Enemy	@2947	8039CBEC	12	8037EB18	12	80376580	12	8036EEF0	12
@3151	.rodata	Enemy	@3151	8039CBF8	38	8037EC3C	35	803766A4	35	8036F014	35
@3152	.rodata	Enemy	@3152	8039CC20	40						
@3153	.rodata	Enemy	@3153	8039CC48	38						
@3154	.rodata	Enemy	@3154	8039CC70	36						
@3155	.rodata	Enemy	@3155	8039CC94	36						
@3156	.rodata	Enemy	@3156	8039CCB8	37						
@3157	.rodata	Enemy	@3157	8039CCE0	36						
@3158	.rodata	Enemy	@3158	8039CD04	35						
@3174	.rodata	Enemy	@3174	8039CD28	28						
@3277	.rodata	Enemy	@3277	8039CD44	12						
xzTable$3488	.rodata	Enemy	xzTable$3488	8039CD50	32						
@3934	.rodata	Enemy	@3934	8039CD70	19	8037ED00	21	80376768	21	8036F0D8	21
@3935	.rodata	Enemy	@3935	8039CD84	21	8037ED18	25	80376780	25	8036F0F0	25
@3936	.rodata	Enemy	@3936	8039CD9C	21	8037ED34	17	8037679C	17	8036F10C	17
@3937	.rodata	Enemy	@3937	8039CDB4	19	8037ED48	21	803767B0	21	8036F120	21
@3938	.rodata	Enemy	@3938	8039CDC8	21	8037ED60	21	803767C8	21	8036F138	21
@3939	.rodata	Enemy	@3939	8039CDE0	25						
@3940	.rodata	Enemy	@3940	8039CDFC	17						
@3941	.rodata	Enemy	@3941	8039CE10	21						
@3942	.rodata	Enemy	@3942	8039CE28	21						
@5429	.rodata	Enemy	@5429	8039CE40	19						
@5430	.rodata	Enemy	@5430	8039CE54	19						
@6151	.rodata	Enemy	@6151	8039CE68	19						
@7221	.rodata	Enemy	@7221	8039CE7C	20						
@7629	.rodata	Enemy	@7629	8039CE90	13	8037EDE4	10	8037684C	10	8036F1BC	10
@7630	.rodata	Enemy	@7630	8039CEA0	12	8037EDF0	12	80376858	12	8036F1C8	12
@7631	.rodata	Enemy	@7631	8039CEAC	10	8037EDFC	9	80376864	9	8036F1D4	9
@7632	.rodata	Enemy	@7632	8039CEB8	12	8037EE08	9	80376870	9	8036F1E0	9
@7633	.rodata	Enemy	@7633	8039CEC4	9	8037EE14	9	8037687C	9	8036F1EC	9
@7634	.rodata	Enemy	@7634	8039CED0	9	8037EE20	9	80376888	9	8036F1F8	9
@7635	.rodata	Enemy	@7635	8039CEDC	9	8037EE2C	9	80376894	9	8036F204	9
@7636	.rodata	Enemy	@7636	8039CEE8	9	8037EE38	9	803768A0	9	8036F210	9
@7637	.rodata	Enemy	@7637	8039CEF4	9	8037EE44	9	803768AC	9	8036F21C	9
@7638	.rodata	Enemy	@7638	8039CF00	9	8037EE50	9	803768B8	9	8036F228	9
@7639	.rodata	Enemy	@7639	8039CF0C	9	8037EE5C	9	803768C4	9	8036F234	9
@7640	.rodata	Enemy	@7640	8039CF18	9	8037EE68	9	803768D0	9	8036F240	9
@7641	.rodata	Enemy	@7641	8039CF24	9	8037EE74	9	803768DC	9	8036F24C	9
@7642	.rodata	Enemy	@7642	8039CF30	9	8037EE80	9	803768E8	9	8036F258	9
@7643	.rodata	Enemy	@7643	8039CF3C	9	8037EE8C	9	803768F4	9	8036F264	9
@7644	.rodata	Enemy	@7644	8039CF48	9	8037EE98	9	80376900	9	8036F270	9
@7645	.rodata	Enemy	@7645	8039CF54	9	8037EEA4	9	8037690C	9	8036F27C	9
@7646	.rodata	Enemy	@7646	8039CF60	9	8037EEB0	9	80376918	9	8036F288	9
@7647	.rodata	Enemy	@7647	8039CF6C	9	8037EEBC	9	80376924	9	8036F294	9
@7648	.rodata	Enemy	@7648	8039CF78	9	8037EEC8	9	80376930	9	8036F2A0	9
@7649	.rodata	Enemy	@7649	8039CF84	9	8037EED4	9	8037693C	9	8036F2AC	9
@7650	.rodata	Enemy	@7650	8039CF90	9	8037EEE0	9	80376948	9	8036F2B8	9
@7651	.rodata	Enemy	@7651	8039CF9C	9	8037EEEC	13	80376954	13	8036F2C4	13
@7652	.rodata	Enemy	@7652	8039CFA8	9	8037EEFC	36	80376964	36	8036F2D4	36
@7653	.rodata	Enemy	@7653	8039CFB4	13	8037EF20	39	80376988	39	8036F2F8	39
@7654	.rodata	Enemy	@7654	8039CFC4	36	8037EF48	39	803769B0	39	8036F320	39
@7655	.rodata	Enemy	@7655	8039CFE8	39	8037EF70	39	803769D8	39	8036F348	39
@7656	.rodata	Enemy	@7656	8039D010	39	8037EF98	38	80376A00	38	8036F370	38
@7657	.rodata	Enemy	@7657	8039D038	39	8037EFC0	36	80376A28	36	8036F398	36
@7658	.rodata	Enemy	@7658	8039D060	38	8037EFE4	39	80376A4C	39	8036F3BC	39
@7659	.rodata	Enemy	@7659	8039D088	36	8037F00C	39	80376A74	39	8036F3E4	39
@7660	.rodata	Enemy	@7660	8039D0AC	39	8037F034	39	80376A9C	39	8036F40C	39
@7661	.rodata	Enemy	@7661	8039D0D4	39	8037F05C	41	80376AC4	41	8036F434	41
@7662	.rodata	Enemy	@7662	8039D0FC	39	8037F088	38	80376AF0	38	8036F460	38
@7663	.rodata	Enemy	@7663	8039D124	41	8037F0B0	39	80376B18	39	8036F488	39
@7664	.rodata	Enemy	@7664	8039D150	38	8037F0D8	39	80376B40	39	8036F4B0	39
@7665	.rodata	Enemy	@7665	8039D178	39	8037F100	39	80376B68	39	8036F4D8	39
@7666	.rodata	Enemy	@7666	8039D1A0	39	8037F128	35	80376B90	35	8036F500	35
@7667	.rodata	Enemy	@7667	8039D1C8	39	8037F14C	39	80376BB4	39	8036F524	39
@7668	.rodata	Enemy	@7668	8039D1F0	35	8037F174	39	80376BDC	39	8036F54C	39
@7669	.rodata	Enemy	@7669	8039D214	39	8037F19C	39	80376C04	39	8036F574	39
@7670	.rodata	Enemy	@7670	8039D23C	39	8037F1C4	39	80376C2C	39	8036F59C	39
@7671	.rodata	Enemy	@7671	8039D264	39	8037F1EC	39	80376C54	39	8036F5C4	39
@7672	.rodata	Enemy	@7672	8039D28C	39	8037F214	36	80376C7C	36	8036F5EC	36
@7673	.rodata	Enemy	@7673	8039D2B4	39	8037F238	39	80376CA0	39	8036F610	39
@7674	.rodata	Enemy	@7674	8039D2DC	36	8037F260	29	80376CC8	29	8036F638	29
@7675	.rodata	Enemy	@7675	8039D300	39	8037F280	15	80376CE8	15	8036F658	15
@7676	.rodata	Enemy	@7676	8039D328	29	8037F290	11	80376CF8	11	8036F668	11
@7677	.rodata	Enemy	@7677	8039D348	15	8037F29C	11	80376D04	11	8036F674	11
@7678	.rodata	Enemy	@7678	8039D358	11						
@7679	.rodata	Enemy	@7679	8039D364	11						
@7960	.rodata	Enemy	@7960	8039D370	10	8037F2CC	11	80376D34	11	8036F6A4	11
@7961	.rodata	Enemy	@7961	8039D37C	23						
@7962	.rodata	Enemy	@7962	8039D394	11						
@7965	.rodata	Enemy	@7965	8039D3A0	23						
@7966	.rodata	Enemy	@7966	8039D3B8	29	8037F310	21	80376D78	21	8036F6E8	21
@7968	.rodata	Enemy	@7968	8039D3D8	21						
@7969	.rodata	Enemy	@7969	8039D3F0	15						
@8535	.rodata	Enemy	@8535	8039D400	11						
@8538	.rodata	Enemy	@8538	8039D40C	22						
@8598	.rodata	Enemy	@8598	8039D424	16	8037F36C	16	80376DD4	16	8036F744	16
@8599	.rodata	Enemy	@8599	8039D434	16	8037F37C	16	80376DE4	16	8036F754	16
@8600	.rodata	Enemy	@8600	8039D444	16	8037F38C	16	80376DF4	16	8036F764	16
@8601	.rodata	Enemy	@8601	8039D454	16	8037F39C	19	80376E04	19	8036F774	19
@8602	.rodata	Enemy	@8602	8039D464	19	8037F3B0	17	80376E18	17	8036F788	17
@8603	.rodata	Enemy	@8603	8039D478	17	8037F3C4	12	80376E2C	12	8036F79C	12
@8604	.rodata	Enemy	@8604	8039D48C	12	8037F3D0	16	80376E38	16	8036F7A8	16
@8605	.rodata	Enemy	@8605	8039D498	16	8037F3E0	15	80376E48	15	8036F7B8	15
@8606	.rodata	Enemy	@8606	8039D4A8	15	8037F3F0	18	80376E58	18	8036F7C8	18
@8607	.rodata	Enemy	@8607	8039D4B8	18	8037F404	15	80376E6C	15	8036F7DC	15
@8608	.rodata	Enemy	@8608	8039D4CC	15	8037F414	16	80376E7C	16	8036F7EC	16
@8609	.rodata	Enemy	@8609	8039D4DC	16	8037F424	27	80376E8C	27	8036F7FC	27
@8610	.rodata	Enemy	@8610	8039D4EC	27	8037F440	22	80376EA8	22	8036F818	22
@8611	.rodata	Enemy	@8611	8039D508	22	8037F458	16	80376EC0	16	8036F830	16
@8612	.rodata	Enemy	@8612	8039D520	16	8037F468	17	80376ED0	17	8036F840	17
@8613	.rodata	Enemy	@8613	8039D530	17	8037F47C	17	80376EE4	17	8036F854	17
@8614	.rodata	Enemy	@8614	8039D544	17	8037F490	17	80376EF8	17	8036F868	17
@8615	.rodata	Enemy	@8615	8039D558	17	8037F4A4	13	80376F0C	13	8036F87C	13
@8616	.rodata	Enemy	@8616	8039D56C	13						
@8800	.rodata	Enemy	@8800	8039D57C	21						
@9058	.rodata	Enemy	@9058	8039D594	18	8037F4E0	12	80376F48	12	8036F8B8	12
@9059	.rodata	Enemy	@9059	8039D5A8	12	8037F4EC	15	80376F54	15	8036F8C4	15
@9060	.rodata	Enemy	@9060	8039D5B4	15	8037F4FC	12	80376F64	12	8036F8D4	12
@9061	.rodata	Enemy	@9061	8039D5C4	12	8037F508	14	80376F70	14	8036F8E0	14
@9062	.rodata	Enemy	@9062	8039D5D0	14	8037F518	14	80376F80	14	8036F8F0	14
@9063	.rodata	Enemy	@9063	8039D5E0	14						
@9065	.rodata	Enemy	@9065	8039D5F0	14						
@1490	.rodata	Enemy	@1490	8039D600	12	8037F538	12	80376FA0	12	8036F910	12
@1526	.rodata	Enemy	@1526	8039D60C	20						
@1598	.rodata	Enemy	@1598	8039D620	47						
@1599	.rodata	Enemy	@1599	8039D650	53						
@1600	.rodata	Enemy	@1600	8039D688	49						
@1601	.rodata	Enemy	@1601	8039D6BC	36						
@2171	.rodata	Enemy	@2171	8039D6E0	14						
entry$2170	.rodata	Enemy	entry$2170	8039D6F0	24						
@2328	.rodata	Enemy	@2328	8039D708	21						
@2329	.rodata	Enemy	@2329	8039D720	13						
@2331	.rodata	Enemy	@2331	8039D730	13						
@2333	.rodata	Enemy	@2333	8039D740	14						
@2335	.rodata	Enemy	@2335	8039D750	13						
@2427	.rodata	Enemy	@2427	8039D760	13						
@2428	.rodata	Enemy	@2428	8039D770	21						
@1490	.rodata	Enemy	@1490	8039D788	12	8037F6C0	12	80377128	12	8036FA98	12
@2115	.rodata	Enemy	@2115	8039D794	20	8037F6CC	20	80377134	20	8036FAA4	20
@2354	.rodata	Enemy	@2354	8039D7A8	47	8037F6E0	47	80377148	47	8036FAB8	47
@2355	.rodata	Enemy	@2355	8039D7D8	53	8037F710	53	80377178	53	8036FAE8	53
@2356	.rodata	Enemy	@2356	8039D810	49	8037F748	49	803771B0	49	8036FB20	49
@2357	.rodata	Enemy	@2357	8039D844	36	8037F77C	36	803771E4	36	8036FB54	36
@2904	.rodata	Enemy	@2904	8039D868	42						
@2905	.rodata	Enemy	@2905	8039D894	38						
@2906	.rodata	Enemy	@2906	8039D8BC	43	8037F7A0	42	80377208	42	8036FB78	42
@2919	.rodata	Enemy	@2919	8039D8E8	20						
@2920	.rodata	Enemy	@2920	8039D8FC	24						
@3188	.rodata	Enemy	@3188	8039D914	31						
@3190	.rodata	Enemy	@3190	8039D934	27						
@3928	.rodata	Enemy	@3928	8039D950	27						
@4142	.rodata	Enemy	@4142	8039D96C	19						
@4143	.rodata	Enemy	@4143	8039D980	12						
@4144	.rodata	Enemy	@4144	8039D98C	13						
@4146	.rodata	Enemy	@4146	8039D99C	12						
@4148	.rodata	Enemy	@4148	8039D9A8	16						
@4150	.rodata	Enemy	@4150	8039D9B8	18	8037F8B8	12	80377320	12	8036FC90	12
@4152	.rodata	Enemy	@4152	8039D9CC	17						
@1490	.rodata	Enemy	@1490	8039D9E0	12	8037F918	12	80377380	12	8036FCF0	12
@2115	.rodata	Enemy	@2115	8039D9EC	20	8037F924	20	8037738C	20	8036FCFC	20
@2354	.rodata	Enemy	@2354	8039DA00	47	8037F938	47	803773A0	47	8036FD10	47
@2355	.rodata	Enemy	@2355	8039DA30	53	8037F968	53	803773D0	53	8036FD40	53
@2356	.rodata	Enemy	@2356	8039DA68	49	8037F9A0	49	80377408	49	8036FD78	49
@2357	.rodata	Enemy	@2357	8039DA9C	36	8037F9D4	36	8037743C	36	8036FDAC	36
@2935	.rodata	Enemy	@2935	8039DAC0	12						
@2937	.rodata	Enemy	@2937	8039DACC	12	8037F9F8	12	80377460	12	8036FDD0	12
@2957	.rodata	Enemy	@2957	8039DAD8	38						
@2958	.rodata	Enemy	@2958	8039DB00	38						
@2959	.rodata	Enemy	@2959	8039DB28	38	8037FA10	38	80377478	38	8036FDE8	38
@2960	.rodata	Enemy	@2960	8039DB50	36	8037FA38	38	803774A0	38	8036FE10	38
@2961	.rodata	Enemy	@2961	8039DB74	36	8037FA60	38	803774C8	38	8036FE38	38
@2962	.rodata	Enemy	@2962	8039DB98	37	8037FA88	36	803774F0	36	8036FE60	36
xzTable$3107	.rodata	Enemy	xzTable$3107	8039DBC0	32						
@3544	.rodata	Enemy	@3544	8039DBE0	9						
@3622	.rodata	Enemy	@3622	8039DBEC	27						
@3833	.rodata	Enemy	@3833	8039DC08	15						
@3834	.rodata	Enemy	@3834	8039DC18	14						
@4917	.rodata	Enemy	@4917	8039DC28	19						
@4933	.rodata	Enemy	@4933	8039DC3C	21						
@5157	.rodata	Enemy	@5157	8039DC54	19						
@5158	.rodata	Enemy	@5158	8039DC68	17						
@5159	.rodata	Enemy	@5159	8039DC7C	21	8037FB8C	19	803775F4	19	8036FF64	19
@5778	.rodata	Enemy	@5778	8039DC94	29						
@5779	.rodata	Enemy	@5779	8039DCB4	11						
@5780	.rodata	Enemy	@5780	8039DCC0	11	8037FBCC	29	80377634	29	8036FFA4	29
@5782	.rodata	Enemy	@5782	8039DCCC	18	8037FBF8	11	80377660	11	8036FFD0	11
@5783	.rodata	Enemy	@5783	8039DCE0	19						
@5784	.rodata	Enemy	@5784	8039DCF4	30	8037FC04	18	8037766C	18	8036FFDC	18
@5785	.rodata	Enemy	@5785	8039DD14	15	8037FC18	19	80377680	19	8036FFF0	19
@5837	.rodata	Enemy	@5837	8039DD24	34						
@5838	.rodata	Enemy	@5838	8039DD48	34						
@5839	.rodata	Enemy	@5839	8039DD6C	34	8037FC5C	34	803776C4	34	80370034	34
@5840	.rodata	Enemy	@5840	8039DD90	34	8037FC80	34	803776E8	34	80370058	34
@5841	.rodata	Enemy	@5841	8039DDB4	34	8037FCA4	34	8037770C	34	8037007C	34
@5842	.rodata	Enemy	@5842	8039DDD8	38	8037FCC8	34	80377730	34	803700A0	34
@5843	.rodata	Enemy	@5843	8039DE00	11	8037FCEC	34	80377754	34	803700C4	34
@6073	.rodata	Enemy	@6073	8039DE0C	33						
@6082	.rodata	Enemy	@6082	8039DE30	18						
@6153	.rodata	Enemy	@6153	8039DE44	12						
@6154	.rodata	Enemy	@6154	8039DE50	12						
@6156	.rodata	Enemy	@6156	8039DE5C	14	8037FD88	12	803777F0	12	80370160	12
@6158	.rodata	Enemy	@6158	8039DE6C	16	8037FD94	14	803777FC	14	8037016C	14
@6159	.rodata	Enemy	@6159	8039DE7C	18						
@6160	.rodata	Enemy	@6160	8039DE90	17	8037FDA4	16	8037780C	16	8037017C	16
@6161	.rodata	Enemy	@6161	8039DEA4	24	8037FDB4	18	8037781C	18	8037018C	18
@6162	.rodata	Enemy	@6162	8039DEBC	24	8037FDC8	17	80377830	17	803701A0	17
@6163	.rodata	Enemy	@6163	8039DED4	24	8037FDDC	24	80377844	24	803701B4	24
@6164	.rodata	Enemy	@6164	8039DEEC	24	8037FDF4	24	8037785C	24	803701CC	24
@6165	.rodata	Enemy	@6165	8039DF04	22	8037FE0C	24	80377874	24	803701E4	24
@6167	.rodata	Enemy	@6167	8039DF1C	23	8037FE3C	22	803778A4	22	80370214	22
@6169	.rodata	Enemy	@6169	8039DF34	16	8037FE54	23	803778BC	23	8037022C	23
@1490	.rodata	Enemy	@1490	8039DF48	12	8037FE80	12	803778E8	12	80370258	12
@2111	.rodata	Enemy	@2111	8039DF54	20	8037FE8C	20	803778F4	20	80370264	20
@2556	.rodata	Enemy	@2556	8039DF68	47						
@2557	.rodata	Enemy	@2557	8039DF98	53						
@2558	.rodata	Enemy	@2558	8039DFD0	49						
@2559	.rodata	Enemy	@2559	8039E004	36						
@2933	.rodata	Enemy	@2933	8039E028	12						
@2935	.rodata	Enemy	@2935	8039E034	12						
@3093	.rodata	Enemy	@3093	8039E040	37						
@3094	.rodata	Enemy	@3094	8039E068	34						
@3095	.rodata	Enemy	@3095	8039E08C	38						
@3096	.rodata	Enemy	@3096	8039E0B4	34						
@3127	.rodata	Enemy	@3127	8039E0D8	10						
@3128	.rodata	Enemy	@3128	8039E0E4	19						
@3313	.rodata	Enemy	@3313	8039E0F8	16						
entry$3312	.rodata	Enemy	entry$3312	8039E108	24						
@3579	.rodata	Enemy	@3579	8039E120	9						
@3580	.rodata	Enemy	@3580	8039E12C	9						
@3583	.rodata	Enemy	@3583	8039E138	20						
@3584	.rodata	Enemy	@3584	8039E14C	21						
@3585	.rodata	Enemy	@3585	8039E164	22						
@3586	.rodata	Enemy	@3586	8039E17C	24						
eyeTable$3627	.rodata	Enemy	eyeTable$3627	8039E194	16						
@4418	.rodata	Enemy	@4418	8039E1A4	17						
@4421	.rodata	Enemy	@4421	8039E1B8	27						
@4422	.rodata	Enemy	@4422	8039E1D4	19						
@4423	.rodata	Enemy	@4423	8039E1E8	27						
@4649	.rodata	Enemy	@4649	8039E204	18						
@6784	.rodata	Enemy	@6784	8039E218	19	80380214	17	80377C7C	17	803705EC	17
@6785	.rodata	Enemy	@6785	8039E22C	11	80380228	35	80377C90	35	80370600	35
@6786	.rodata	Enemy	@6786	8039E238	13	8038024C	25	80377CB4	25	80370624	25
@6787	.rodata	Enemy	@6787	8039E248	15	80380268	13	80377CD0	13	80370640	13
@6788	.rodata	Enemy	@6788	8039E258	23	80380278	15	80377CE0	15	80370650	15
@6789	.rodata	Enemy	@6789	8039E270	15	80380288	19	80377CF0	19	80370660	19
@6790	.rodata	Enemy	@6790	8039E280	25						
@6791	.rodata	Enemy	@6791	8039E29C	29						
@6792	.rodata	Enemy	@6792	8039E2BC	30						
@6793	.rodata	Enemy	@6793	8039E2DC	17						
@6794	.rodata	Enemy	@6794	8039E2F0	35						
@6795	.rodata	Enemy	@6795	8039E314	25						
@6796	.rodata	Enemy	@6796	8039E330	13						
@6797	.rodata	Enemy	@6797	8039E340	15						
@6798	.rodata	Enemy	@6798	8039E350	19						
@7895	.rodata	Enemy	@7895	8039E364	15						
@7896	.rodata	Enemy	@7896	8039E374	21						
@7954	.rodata	Enemy	@7954	8039E38C	40	80380438	38	80377E78	39	803707E8	39
@7955	.rodata	Enemy	@7955	8039E3B4	40	80380460	41	80377EA0	38	80370810	38
@7956	.rodata	Enemy	@7956	8039E3DC	38	8038048C	41	80377EC8	41	80370838	41
@7957	.rodata	Enemy	@7957	8039E404	41	803804B8	43	80377EF4	41	80370864	41
@7958	.rodata	Enemy	@7958	8039E430	43			80377F20	43	80370890	43
@7959	.rodata	Enemy	@7959	8039E45C	39						
@7960	.rodata	Enemy	@7960	8039E484	41						
@7961	.rodata	Enemy	@7961	8039E4B0	39						
@7962	.rodata	Enemy	@7962	8039E4D8	39						
@7963	.rodata	Enemy	@7963	8039E500	38						
@7964	.rodata	Enemy	@7964	8039E528	41						
@7965	.rodata	Enemy	@7965	8039E554	41						
@7966	.rodata	Enemy	@7966	8039E580	43						
@8074	.rodata	Enemy	@8074	8039E5AC	19	8038056C	20	80377FBC	22	8037092C	22
@8075	.rodata	Enemy	@8075	8039E5C0	20			80377FD4	20	80370944	20
@8076	.rodata	Enemy	@8076	8039E5D4	19	80380580	20				
@8077	.rodata	Enemy	@8077	8039E5E8	13			80377FE8	20	80370958	20
@8078	.rodata	Enemy	@8078	8039E5F8	15	80380594	20				
@8080	.rodata	Enemy	@8080	8039E608	18	803805A8	20				
@8082	.rodata	Enemy	@8082	8039E61C	22	803805BC	20				
@8083	.rodata	Enemy	@8083	8039E634	20			80378024	20	80370994	20
@8085	.rodata	Enemy	@8085	8039E648	20			80378038	20	803709A8	20
@8087	.rodata	Enemy	@8087	8039E65C	20			8037804C	20	803709BC	20
@8089	.rodata	Enemy	@8089	8039E670	20			80378060	20	803709D0	20
@8091	.rodata	Enemy	@8091	8039E684	20	80380624	21	80378074	21	803709E4	21
@8093	.rodata	Enemy	@8093	8039E698	20	8038063C	21				
@8095	.rodata	Enemy	@8095	8039E6AC	20	80380654	21				
@8097	.rodata	Enemy	@8097	8039E6C0	20	8038067C	16	803780D4	13	80370A44	13
@8099	.rodata	Enemy	@8099	8039E6D4	21			803780F4	16	80370A64	16
@8100	.rodata	Enemy	@8100	8039E6EC	21	8038069C	19				
@8102	.rodata	Enemy	@8102	8039E704	21	803806C4	16	80378118	20	80370A88	20
@8104	.rodata	Enemy	@8104	8039E71C	21	803806EC	22	8037813C	22	80370AAC	22
@8105	.rodata	Enemy	@8105	8039E734	13	80380704	22	80378154	22	80370AC4	22
@8106	.rodata	Enemy	@8106	8039E744	16	8038071C	22	8037816C	22	80370ADC	22
@8107	.rodata	Enemy	@8107	8039E754	16	80380734	19	80378184	22	80370AF4	22
@8109	.rodata	Enemy	@8109	8039E764	19	8038075C	16	803781B0	17	80370B20	17
@8110	.rodata	Enemy	@8110	8039E778	20	8038076C	18	803781C4	16	80370B34	16
@8111	.rodata	Enemy	@8111	8039E78C	16	80380780	21	803781D4	18	80370B44	18
@8112	.rodata	Enemy	@8112	8039E79C	22	80380798	15	803781E8	21	80370B58	21
@8113	.rodata	Enemy	@8113	8039E7B4	22	803807A8	17	80378200	15	80370B70	15
@8114	.rodata	Enemy	@8114	8039E7CC	22			80378210	17	80370B80	17
@8115	.rodata	Enemy	@8115	8039E7E4	22						
@8116	.rodata	Enemy	@8116	8039E7FC	19						
@8117	.rodata	Enemy	@8117	8039E810	17						
@8118	.rodata	Enemy	@8118	8039E824	16						
@8119	.rodata	Enemy	@8119	8039E834	18						
@8120	.rodata	Enemy	@8120	8039E848	21						
@8121	.rodata	Enemy	@8121	8039E860	15						
